,City,Latitude,Longitude,Max_temp,Humidity,Clouds,Wind_speed,Country,Date
366,punta arenas,-53.15,-70.9167,53.6,62,90,31.07,CL,1612152403
367,bigaan,8.3172,126.2811,80.91,86,100,4.38,PH,1612152760
368,jacareacanga,-6.2222,-57.7528,73.92,94,85,1.45,BR,1612152487
369,kumluca,36.3703,30.2869,54.39,68,54,8.5,TR,1612152761
370,isangel,-19.55,169.2667,87.8,66,75,5.75,VU,1612152475
371,xunchang,28.4543,104.715,58.32,52,2,2.26,CN,1612152502
372,altamira,-3.2033,-52.2064,73.92,96,94,3.33,BR,1612152762
373,requena,39.4883,-1.1004,63.0,63,14,26.55,ES,1612152196
374,arraial do cabo,-22.9661,-42.0278,76.37,86,100,25.37,BR,1612152141
375,nadym,65.5333,72.5167,-6.03,90,100,9.78,RU,1612152762
376,sitka,57.0531,-135.33,30.2,80,1,4.07,US,1612152448
377,gat,31.61,34.7642,48.99,100,0,1.01,IL,1612152244
378,kuppam,12.75,78.3667,74.84,42,45,11.32,IN,1612152763
379,fairmont,39.4851,-80.1426,33.01,93,100,4.36,US,1612152763
380,batemans bay,-35.7167,150.1833,78.01,81,83,10.0,AU,1612152504
381,vajszlo,45.8596,17.9841,28.0,94,100,4.25,HU,1612152763
382,katsuura,35.1333,140.3,46.4,49,40,4.61,JP,1612152283
383,hobyo,5.3505,48.5268,76.19,70,39,21.27,SO,1612152370
384,salalah,17.0151,54.0924,69.8,52,20,3.44,OM,1612152763
385,port elizabeth,-33.918,25.5701,66.2,77,40,16.11,ZA,1612152398
386,caramay,10.1815,119.236,82.74,68,72,12.35,PH,1612152764
387,farmington,36.7281,-108.2187,32.0,69,1,3.44,US,1612152764
388,noumea,-22.2763,166.4572,84.2,58,0,21.85,NC,1612152617
389,berberati,4.2612,15.7922,67.42,81,91,3.44,CF,1612152764
390,clyde river,70.4692,-68.5914,-4.0,84,90,26.46,CA,1612152438
391,troy,42.6056,-83.1499,26.6,86,90,6.91,US,1612152581
392,arraial do cabo,-22.9661,-42.0278,76.37,86,100,25.37,BR,1612152141
393,manokwari,-0.8667,134.0833,82.44,68,93,5.41,ID,1612152765
394,codrington,-38.2667,141.9667,64.65,67,72,13.15,AU,1612152494
395,ghogha,21.6833,72.2833,62.6,55,0,1.14,IN,1612152765
396,east london,-33.0153,27.9116,66.2,94,90,14.97,ZA,1612152451
397,eyl,7.9803,49.8164,71.26,73,25,16.69,SO,1612152765
398,daman,20.4167,72.85,78.24,34,0,6.67,IN,1612152765
399,cape town,-33.9258,18.4232,64.0,72,0,21.85,ZA,1612152253
400,ulety,51.3572,112.4849,-16.76,79,36,6.33,RU,1612152766
401,ternate,0.8,127.4,82.04,67,100,4.5,ID,1612152766
402,beringovskiy,63.05,179.3167,16.34,96,100,33.91,RU,1612152472
403,kieta,-6.2167,155.6333,85.33,74,56,13.27,PG,1612152766
404,north bend,43.4065,-124.2243,51.01,95,100,1.99,US,1612152766
405,tessalit,20.1986,1.0114,59.56,29,0,8.46,ML,1612152766
406,lorengau,-2.0226,147.2712,83.35,77,100,11.18,PG,1612152447
407,sal rei,16.1833,-22.9167,68.0,88,0,13.8,CV,1612152767
408,cabo san lucas,22.8909,-109.9124,66.0,88,20,1.43,MX,1612152495
409,pevek,69.7008,170.3133,-21.3,86,37,4.12,RU,1612152496
410,labuhan,-6.8844,112.2051,84.83,74,90,14.27,ID,1612152456
411,norman wells,65.282,-126.8329,-23.8,76,75,5.75,CA,1612152435
412,ende,-8.8432,121.6623,84.38,70,57,5.3,ID,1612152767
413,hithadhoo,-0.6,73.0833,82.11,78,41,9.95,MV,1612152318
414,mar del plata,-38.0023,-57.5575,64.0,72,75,10.36,AR,1612152415
415,port alfred,-33.5906,26.891,66.99,86,89,5.01,ZA,1612152212
416,saint george,37.1041,-113.5841,48.99,46,1,3.44,US,1612152395
417,brownwood,31.7093,-98.9912,41.0,65,1,4.61,US,1612152768
418,puerto ayora,-0.7393,-90.3518,78.01,91,36,3.0,EC,1612152440
419,jiexiu,37.0244,111.9125,40.28,52,0,13.04,CN,1612152768
420,kwekwe,-18.9281,29.8149,64.47,98,96,3.53,ZW,1612152768
421,ukiah,39.1502,-123.2078,55.0,58,90,3.44,US,1612152768
422,sola,-13.8833,167.55,87.8,70,75,7.25,VU,1612152673
423,laguna,38.421,-121.4238,55.99,71,20,5.12,US,1612152510
424,mancio lima,-7.6142,-72.8958,71.74,98,98,1.9,BR,1612152769
425,new norfolk,-42.7826,147.0587,75.99,44,100,1.99,AU,1612152437
426,karpathos,35.507,27.2132,62.6,82,31,23.02,GR,1612152769
427,phayao,19.25,100.25,85.91,37,64,2.95,TH,1612152769
428,glendive,47.1053,-104.7125,27.0,74,1,8.05,US,1612152769
429,mon,26.75,95.1,67.01,48,0,2.75,IN,1612152769
430,cape town,-33.9258,18.4232,64.0,72,0,21.85,ZA,1612152253
431,ambilobe,-13.2,49.05,75.18,87,88,2.68,MG,1612152770
432,ermua,43.1833,-2.5,59.0,63,40,14.97,ES,1612152770
433,montbrison,45.6667,4.0833,50.0,71,90,9.22,FR,1612152770
434,namibe,-15.1961,12.1522,71.24,77,91,5.95,AO,1612152362
435,belaya gora,68.5333,146.4167,-27.35,85,100,2.48,RU,1612152480
436,saint george,37.1041,-113.5841,48.99,46,1,3.44,US,1612152395
437,nanzhou,29.3596,112.4024,51.51,83,99,1.81,CN,1612152771
438,cape town,-33.9258,18.4232,64.0,72,0,21.85,ZA,1612152253
439,norman wells,65.282,-126.8329,-23.8,76,75,5.75,CA,1612152435
440,oktyabrskoye,43.0645,44.7417,26.6,86,0,11.18,RU,1612152771
441,jibuti,11.5,42.5,71.6,83,20,10.74,DJ,1612152771
442,craig,40.5153,-107.5464,19.4,85,1,5.75,US,1612152772
443,shitanjing,39.2342,106.3439,19.26,66,0,10.0,CN,1612152772
444,marzuq,14.4,46.4667,56.93,42,11,1.68,YE,1612152772
445,muisne,0.6,-80.0333,77.68,87,91,1.05,EC,1612152551
446,hami,42.8,93.45,33.15,68,0,6.17,CN,1612152436
447,port alfred,-33.5906,26.891,66.99,86,89,5.01,ZA,1612152212
448,hambantota,6.1241,81.1185,82.4,83,20,8.05,LK,1612152492
449,honiara,-9.4333,159.95,82.27,79,81,15.77,SB,1612152496
450,tilichiki,60.4667,166.1,0.52,94,100,13.4,RU,1612152460
451,anloga,5.7947,0.8973,82.4,89,20,4.61,GH,1612152487
452,kerema,-7.9631,145.7785,76.55,90,100,7.65,PG,1612152773
453,sao joao da barra,-21.6403,-41.0511,76.95,82,82,19.66,BR,1612152218
454,cam ranh,11.9214,109.1591,78.8,61,20,9.22,VN,1612152773
455,mahajanga,-15.7167,46.3167,80.6,94,20,3.44,MG,1612152773
456,kutum,14.2,24.6667,55.0,34,0,5.12,SD,1612152533
457,creston,41.0586,-94.3614,26.6,100,90,14.97,US,1612152774
458,sept-iles,50.2001,-66.3821,19.4,58,9,5.75,CA,1612152774
459,nemuro,43.3236,145.575,24.8,58,20,8.05,JP,1612152774
460,atar,20.5169,-13.0499,66.85,26,100,7.34,MR,1612152774
461,batagay-alyta,67.8006,130.4114,-34.37,81,100,1.3,RU,1612152774
462,kununurra,-15.7667,128.7333,84.2,84,99,13.8,AU,1612152437
463,erzin,36.9559,36.2,50.0,81,40,8.05,TR,1612152775
464,iskateley,67.6803,53.1512,13.14,96,100,12.68,RU,1612152775
465,cape town,-33.9258,18.4232,64.0,72,0,21.85,ZA,1612152253
466,broome,42.2506,-75.833,21.99,86,90,5.75,US,1612152477
467,saint-jean-de-maurienne,45.1667,6.5833,44.01,85,99,2.37,FR,1612152775
468,igdir,39.9237,44.045,30.2,86,20,8.05,TR,1612152670
469,puerto ayora,-0.7393,-90.3518,78.01,91,36,3.0,EC,1612152440
470,gurupa,-1.405,-51.64,74.26,96,66,3.4,BR,1612152776
471,sarankhola,22.3082,89.7897,71.17,24,0,5.91,BD,1612152776
472,jaypur,18.85,82.5833,75.43,31,0,3.38,IN,1612152776
473,pipar,26.3856,73.5378,70.57,21,0,4.52,IN,1612152743
474,ponta do sol,32.6667,-17.1,55.99,52,0,1.99,PT,1612152462
475,quatre cocos,-20.2078,57.7625,82.4,74,40,11.5,MU,1612152232
476,coffs harbour,-30.3,153.1333,81.0,57,8,10.36,AU,1612152777
477,fortuna,40.5982,-124.1573,55.0,94,90,21.85,US,1612152493
478,flin flon,54.7682,-101.865,0.93,94,19,2.51,CA,1612152777
479,narrabri,-30.3167,149.7833,93.2,26,3,6.91,AU,1612152777
480,port alfred,-33.5906,26.891,66.99,86,89,5.01,ZA,1612152212
481,sergeyevka,53.88,67.4158,3.54,90,0,2.86,KZ,1612152778
482,teknaf,20.8624,92.3058,73.89,25,2,9.91,BD,1612152778
483,port hedland,-20.3167,118.5667,78.8,100,90,21.85,AU,1612152704
484,new norfolk,-42.7826,147.0587,75.99,44,100,1.99,AU,1612152437
485,maloy,61.9353,5.1136,28.99,93,20,8.05,NO,1612152778
486,puerto leguizamo,-0.1934,-74.7819,77.41,70,98,3.06,CO,1612152778
487,new norfolk,-42.7826,147.0587,75.99,44,100,1.99,AU,1612152437
488,belmonte,-15.8631,-38.8828,77.0,78,20,4.61,BR,1612152779
489,nabire,-3.3667,135.4833,76.78,90,100,4.59,ID,1612152463
490,smithers,54.7804,-127.1743,24.8,86,90,3.44,CA,1612152779
491,san jose,37.3394,-121.895,57.2,58,75,2.1,US,1612152222
492,sadiqabad,28.3062,70.1307,63.36,26,0,15.14,PK,1612152779
493,ribeira grande,38.5167,-28.7,63.46,84,95,33.31,PT,1612152247
494,moerai,-22.4333,-151.3333,79.3,72,100,12.48,PF,1612152779
495,acajutla,13.5928,-89.8275,77.63,71,2,8.32,SV,1612152780
496,cockburn town,21.4612,-71.1419,75.74,77,80,22.26,TC,1612152550
497,archidona,37.0965,-4.3887,63.0,77,99,10.0,ES,1612152780
498,tall kayf,37.0833,41.0667,48.2,71,75,6.91,TR,1612152780
499,maniitsoq,65.4167,-52.9,12.06,79,4,7.07,GL,1612152780
500,eureka,40.8021,-124.1637,55.0,83,100,4.0,US,1612152780
501,san jose,37.3394,-121.895,57.2,58,75,2.1,US,1612152222
502,natchitoches,31.7668,-93.1335,46.4,71,1,11.5,US,1612152781
503,kharp,66.8014,65.8081,-13.88,88,100,2.98,RU,1612152781
504,taltal,-25.4,-70.4833,66.49,71,0,4.72,CL,1612152760
505,punta arenas,-53.15,-70.9167,53.6,62,90,31.07,CL,1612152403
506,vila velha,-20.3297,-40.2925,77.0,83,20,6.91,BR,1612152466
507,cockburn town,21.4612,-71.1419,75.74,77,80,22.26,TC,1612152550
508,esperance,-33.8667,121.9,78.8,38,40,12.66,AU,1612152442
509,yumen,40.2833,97.2,27.99,64,0,7.16,CN,1612152497
510,port blair,11.6667,92.75,82.72,69,0,17.63,IN,1612152480
511,bolobo,-2.1667,16.2333,70.7,94,99,1.54,CD,1612152782
512,petropavlovsk-kamchatskiy,53.0452,158.6483,26.6,43,39,15.66,RU,1612152607
513,mar del plata,-38.0023,-57.5575,64.0,72,75,10.36,AR,1612152415
514,quang ngai,15.1167,108.8,76.6,67,17,7.07,VN,1612152782
515,morondava,-20.2833,44.2833,79.68,79,5,7.65,MG,1612152783
516,uptar,59.75,150.9167,-19.07,81,90,10.51,RU,1612152783
517,klaksvik,62.2266,-6.589,24.8,86,99,2.3,FO,1612152359
518,kalamazoo,42.2506,-85.55,28.4,69,90,12.66,US,1612152783
519,alta floresta,-9.8756,-56.0861,71.17,94,40,0.51,BR,1612152503
520,bakel,14.905,-12.4568,70.21,19,24,8.61,SN,1612152783
521,constantine,36.365,6.6147,50.0,71,90,16.11,DZ,1612152783
522,taoudenni,22.6783,-3.9836,65.3,25,8,8.3,ML,1612152482
523,tabory,58.5198,64.5495,10.78,95,58,8.52,RU,1612152784
524,punta arenas,-53.15,-70.9167,53.6,62,90,31.07,CL,1612152403
525,salekhard,66.53,66.6019,-13.61,89,100,1.01,RU,1612152784
526,punta arenas,-53.15,-70.9167,53.6,62,90,31.07,CL,1612152403
527,san cristobal,7.7669,-72.225,66.52,72,98,2.53,VE,1612152550
528,kenai,60.5544,-151.2583,5.0,78,1,3.44,US,1612152454
529,baruun-urt,46.6806,113.2792,-15.92,81,9,9.35,MN,1612152460
530,bilma,18.6853,12.9164,56.55,31,24,4.29,NE,1612152550
531,clyde river,70.4692,-68.5914,-4.0,84,90,26.46,CA,1612152438
532,deputatskiy,69.3,139.9,-23.13,89,100,2.33,RU,1612152437
533,karasjok,69.4719,25.5112,21.2,93,90,4.61,NO,1612152785
534,warrington,53.3925,-2.5802,33.01,80,98,5.75,GB,1612152786
535,adrar,20.5022,-10.0711,62.76,28,99,7.54,MR,1612152460
536,muros,42.7762,-9.0603,57.99,84,91,5.01,ES,1612152551
537,ponta do sol,32.6667,-17.1,55.99,52,0,1.99,PT,1612152462
538,puerto ayora,-0.7393,-90.3518,78.01,91,36,3.0,EC,1612152440
539,grand island,40.925,-98.342,28.99,86,1,4.61,US,1612152593
540,hay river,60.8156,-115.7999,-4.0,71,100,5.75,CA,1612152547
541,antigonish,45.6169,-61.9986,28.99,84,95,1.01,CA,1612152787
542,mercedes,-34.6515,-59.4307,64.0,98,100,11.01,AR,1612152787
543,port alfred,-33.5906,26.891,66.99,86,89,5.01,ZA,1612152212
544,rudnyy,52.9594,63.1206,-2.2,84,90,2.82,KZ,1612152787
545,monteagudo,-19.8167,-63.9833,69.26,92,100,2.59,BO,1612152787
546,manzhouli,49.6,117.4333,-17.16,83,81,10.58,CN,1612152504
547,ugoofaaru,5.6667,73.0,82.63,70,100,10.22,MV,1612152788
548,punta arenas,-53.15,-70.9167,53.6,62,90,31.07,CL,1612152403
549,kot diji,27.3427,68.7083,57.2,67,0,6.91,PK,1612152788
550,praia da vitoria,38.7333,-27.0667,64.4,100,75,30.89,PT,1612152494
551,plettenberg bay,-34.0527,23.3716,63.36,77,99,10.07,ZA,1612152500
552,puerto ayora,-0.7393,-90.3518,78.01,91,36,3.0,EC,1612152440
553,ponta do sol,32.6667,-17.1,55.99,52,0,1.99,PT,1612152462
554,tuy hoa,13.0833,109.3,74.91,76,100,11.39,VN,1612152468
555,barra do bugres,-15.0725,-57.1811,73.4,87,22,2.46,BR,1612152789
556,ngunguru,-35.6167,174.5,67.62,63,0,8.59,NZ,1612152789
557,marawi,7.9986,124.2928,75.6,80,100,6.24,PH,1612152789
558,kurume,33.3167,130.5167,59.0,44,75,3.44,JP,1612152550
559,punta arenas,-53.15,-70.9167,53.6,62,90,31.07,CL,1612152403
560,sampit,-2.5333,112.95,83.3,80,100,3.04,ID,1612152789
561,camana,-16.6228,-72.7111,69.85,75,92,7.7,PE,1612152770
562,istok,42.7808,20.4875,41.0,87,75,5.75,XK,1612152790
563,linxia,35.6003,103.2064,31.24,70,0,3.29,CN,1612152790
564,punta arenas,-53.15,-70.9167,53.6,62,90,31.07,CL,1612152403
565,hantsport,45.0668,-64.1654,27.0,80,90,5.75,CA,1612152549
566,inyonga,-6.7167,32.0667,64.51,95,100,1.14,TZ,1612152790
567,riohacha,11.5444,-72.9072,77.85,78,77,14.27,CO,1612152790
568,turka,49.1541,23.0297,21.0,85,100,2.51,UA,1612152791
569,pasinler,39.9803,41.6764,24.8,86,40,3.44,TR,1612152791
570,umm kaddadah,13.6017,26.6876,61.66,27,0,10.78,SD,1612152791
571,francofonte,37.2265,14.8806,51.8,87,20,6.91,IT,1612152791
572,robinson,31.4677,-97.1147,48.2,65,1,6.91,US,1612152791
573,svetlaya,46.5389,138.3297,12.6,95,100,13.18,RU,1612152720
574,cabo san lucas,22.8909,-109.9124,66.0,88,20,1.43,MX,1612152495
575,fallon,39.4735,-118.7774,42.8,52,1,6.91,US,1612152792
576,jiamusi,46.8333,130.35,-0.17,90,100,7.16,CN,1612152792
577,chama,47.1821,8.4636,41.0,100,75,2.3,CH,1612152792
578,pedernales,18.0384,-71.744,75.97,68,80,7.76,DO,1612152792
579,cape town,-33.9258,18.4232,64.0,72,0,21.85,ZA,1612152253
580,ponta do sol,32.6667,-17.1,55.99,52,0,1.99,PT,1612152462
581,port alfred,-33.5906,26.891,66.99,86,89,5.01,ZA,1612152212
582,entre rios,-11.9419,-38.0844,70.88,98,89,2.84,BR,1612152793
583,acari,-15.4311,-74.6158,71.24,66,80,3.96,PE,1612152793
584,ilulissat,69.2167,-51.1,8.6,56,75,8.05,GL,1612152449
585,turukhansk,65.8167,87.9833,-10.93,90,100,8.79,RU,1612152502
586,udachnyy,66.4167,112.4,-38.7,79,100,10.04,RU,1612152509
587,bambous virieux,-20.3428,57.7575,82.4,74,40,11.5,MU,1612152483
588,fort nelson,58.8053,-122.7002,-7.6,77,90,2.3,CA,1612152339
589,rodino,52.5,80.25,6.87,93,100,6.4,RU,1612152793
590,arraial do cabo,-22.9661,-42.0278,76.37,86,100,25.37,BR,1612152141
591,puerto ayacucho,5.6639,-67.6236,76.24,83,88,5.95,VE,1612152794
592,ponta do sol,32.6667,-17.1,55.99,52,0,1.99,PT,1612152462
593,zabaykalsk,49.6333,117.3167,-18.58,84,69,11.68,RU,1612152794
594,isiro,2.7739,27.616,65.39,52,35,1.05,CD,1612152794
595,mar del plata,-38.0023,-57.5575,64.0,72,75,10.36,AR,1612152415
596,mehamn,71.0357,27.8492,19.4,79,0,8.05,NO,1612152356
597,sabak,3.7675,100.9875,82.4,78,20,3.44,MY,1612152794
598,san patricio,28.017,-97.5169,57.99,51,1,5.75,US,1612152497
599,moshi,-3.35,37.3333,66.2,88,20,2.04,TZ,1612152795
600,kodiak,57.79,-152.4072,30.2,64,1,3.44,US,1612152495
601,cape town,-33.9258,18.4232,64.0,72,0,21.85,ZA,1612152253
602,cape town,-33.9258,18.4232,64.0,72,0,21.85,ZA,1612152253
603,saurimo,-9.6608,20.3916,66.04,88,100,6.64,AO,1612152795
604,sorkjosen,69.8,20.9333,23.0,93,100,1.95,NO,1612152795
605,vanino,49.0869,140.2543,-1.97,90,100,4.92,RU,1612152795
606,hof,50.3167,11.9167,27.0,88,99,4.0,DE,1612152796
607,los llanos de aridane,28.6585,-17.9182,62.6,82,0,11.5,ES,1612152190
608,bronnoysund,65.4625,12.1997,21.2,79,1,8.05,NO,1612152796
609,la ronge,55.1001,-105.2842,17.6,86,30,4.61,CA,1612152796
610,wanning,18.8003,110.3967,74.75,70,24,8.01,CN,1612152389
611,ribeira grande,38.5167,-28.7,63.46,84,95,33.31,PT,1612152247
612,port alfred,-33.5906,26.891,66.99,86,89,5.01,ZA,1612152212
613,san lorenzo,-25.3333,-57.5333,75.2,88,0,5.75,PY,1612152797
614,padang,-0.9492,100.3543,83.93,63,90,2.53,ID,1612152300
615,san patricio,28.017,-97.5169,57.99,51,1,5.75,US,1612152497
616,abaete,-19.16,-45.4458,71.31,80,97,2.62,BR,1612152797
617,ismailia,30.6043,32.2723,55.15,51,0,2.98,EG,1612152797
618,itoman,26.1247,127.6694,73.0,56,75,13.8,JP,1612152787
619,burgos,42.3394,-3.7079,42.8,81,16,17.27,ES,1612152452
620,kidal,18.4411,1.4078,60.24,25,4,8.86,ML,1612152549
621,morehead,37.2711,-87.1764,33.8,80,90,8.05,US,1612152798
622,fuyu,45.1833,124.8167,-4.52,89,100,14.99,CN,1612152743
623,sarahan,31.5167,77.8,43.3,48,4,5.82,IN,1612152798
624,port alfred,-33.5906,26.891,66.99,86,89,5.01,ZA,1612152212
625,buta,2.7858,24.73,65.34,56,39,0.65,CD,1612152540
626,pitkyaranta,61.5734,31.4792,16.52,97,98,1.3,RU,1612152798
627,east london,-33.0153,27.9116,66.2,94,90,14.97,ZA,1612152451
628,punta arenas,-53.15,-70.9167,53.6,62,90,31.07,CL,1612152403
629,auki,-8.7676,160.7034,81.95,84,99,16.71,SB,1612152799
630,rettikhovka,44.1683,132.7669,26.01,98,100,6.76,RU,1612152799
631,jiaojiang,28.6803,121.4428,68.0,49,96,10.58,CN,1612152799
632,bairnsdale,-37.8333,147.6167,75.99,69,100,1.99,AU,1612152799
633,leningradskiy,69.3833,178.4167,-17.5,86,100,13.71,RU,1612152546
634,port-cartier,50.0334,-66.8654,21.2,58,0,5.75,CA,1612152492
635,punta arenas,-53.15,-70.9167,53.6,62,90,31.07,CL,1612152403
636,manoharpur,27.3,75.95,64.4,34,0,3.44,IN,1612152800
637,ancud,-41.8697,-73.8203,54.0,87,0,3.44,CL,1612152502
638,chabahar,25.2919,60.643,69.75,70,0,4.68,IR,1612152800
639,coracao de jesus,-16.6853,-44.365,71.6,60,0,6.91,BR,1612152800
640,carayao,-25.1833,-56.4,73.81,96,84,6.06,PY,1612152801
641,oia,40.5426,-8.5386,57.0,94,47,4.65,PT,1612152801
642,kushiro,42.975,144.3747,26.6,74,20,6.91,JP,1612152482
643,puerto ayora,-0.7393,-90.3518,78.01,91,36,3.0,EC,1612152440
644,lafiagi,8.8667,5.4167,73.51,34,0,4.25,NG,1612152801
645,san cristobal,7.7669,-72.225,66.52,72,98,2.53,VE,1612152550
646,norman wells,65.282,-126.8329,-23.8,76,75,5.75,CA,1612152435
647,byron bay,-28.65,153.6167,82.4,57,40,12.66,AU,1612152802
648,grand gaube,-20.0064,57.6608,82.0,78,16,10.0,MU,1612152463
649,zhaotong,27.3167,103.7167,43.77,64,97,1.36,CN,1612152802
650,san cristobal,7.7669,-72.225,66.52,72,98,2.53,VE,1612152550
651,picos,-7.0769,-41.4669,74.17,75,93,1.74,BR,1612152802
652,bambous virieux,-20.3428,57.7575,82.4,74,40,11.5,MU,1612152483
653,jumla,29.2747,82.1838,48.04,36,0,4.0,NP,1612152803
654,pangnirtung,66.1451,-65.7125,-6.92,86,100,7.02,CA,1612152450
655,tiksi,71.6872,128.8694,-27.27,86,100,6.6,RU,1612152226
656,posse,-14.0931,-46.3694,74.79,59,78,1.32,BR,1612152803
657,lubango,-14.9172,13.4925,59.16,68,84,1.57,AO,1612152439
658,havoysund,70.9963,24.6622,26.6,86,75,8.05,NO,1612152803
659,homer,59.6425,-151.5483,24.8,62,1,5.91,US,1612152803
660,sisimiut,66.9395,-53.6735,8.04,80,78,7.94,GL,1612152429
661,cape town,-33.9258,18.4232,64.0,72,0,21.85,ZA,1612152253
662,longyan,25.1072,117.0225,75.99,37,55,1.01,CN,1612152804
663,sembe,1.6481,14.5806,70.36,92,96,2.1,CG,1612152804
664,cape town,-33.9258,18.4232,64.0,72,0,21.85,ZA,1612152253
665,port alfred,-33.5906,26.891,66.99,86,89,5.01,ZA,1612152212
666,necochea,-38.5473,-58.7368,50.0,81,83,6.78,AR,1612152805
667,liverpool,53.4106,-2.9779,34.0,80,92,5.75,GB,1612152577
668,puerto ayora,-0.7393,-90.3518,78.01,91,36,3.0,EC,1612152440
669,puerto ayora,-0.7393,-90.3518,78.01,91,36,3.0,EC,1612152440
